,ids
14242,1606433
14243,1656948
14244,1640641
14245,1686710
14246,1493939
14247,1592308
14248,1608980
14249,1641216
14250,1650180
14251,1666407
14252,1679411
14253,1428176
14254,1691604
14255,1461891
14256,1637565
14257,1669431
14258,1536864
14259,1618320
14260,1662610
14261,1665632
14262,1681676
14263,1693198
14264,1670025
14265,1665878
14266,1678217
14267,1637028
14268,1560785
14269,1560786
14270,1670742
14271,1688861
14272,1634268
14273,1505615
14274,1641147
14275,1548836
14276,1613140
14277,1649098
14278,1683951
14279,1525033
14280,1567184
14281,1591128
14282,1646226
14283,1657923
14284,1066932
14285,1617228
14286,1611056
14287,1677484
14288,1663908
14289,1655437
14290,1648781
14291,1672415
14292,1690383
14293,1477482
14294,1606423
14295,1565846
14296,1661975
14297,1563615
14298,1655567
14299,1618695
14300,1667938
14301,1652647
14302,1690953
14303,1690954
14304,1626262
14305,1690955
14306,1690956
14307,1690957
14308,1690958
14309,1690959
14310,1690960
14311,1690961
14312,1690963
14313,1690964
14314,1664509
14315,1693243
14316,1690965
14317,1690966
14318,1690967
14319,1690968
14320,1690969
14321,1690970
14322,1682451
14323,1660113
14324,1682844
14325,1626247
14326,1674302
14327,1688950
14328,1689372
14329,1678561
14330,1641320
14331,1639314
14332,1671828
14333,1682865
14334,1693244
14335,1682866
14336,1680513
14337,1590213
14338,1682452
14339,1695139
14340,1662220
14341,1691755
14342,1679577
14343,1603455
14344,1662532
14345,1617163
14346,1674895
14347,1626256
14348,1612617
14349,1669269
14350,1642082
14351,1670923
14352,1691756
14353,1688886
14354,1441337
14355,1597398
14356,1625357
14357,1625505
14358,1682453
14359,1449842
14360,1664510
14361,1649313
14362,1664511
14363,1670860
14364,1517518
14365,1592973
14366,1406715
14367,1630744
14368,1687030
14369,1631813
14370,1631814
14371,892731
14372,1689239
14373,1679858
14374,1251105
14375,1672777
14376,1635979
14377,1476949
14378,1626243
14379,1682528
14380,1643830
14381,1666155
14382,1527729
14383,1650737
14384,1657421
14385,1666892
14386,1672332
14387,1618179
14388,1532098
14389,1646453
14390,1466818
14391,1687971
14392,1676830
14393,1694105
14394,1688293
14395,1584865
14396,1684219
14397,1694248
14398,1687975
14399,1688289
14400,1625477
14401,1688287
14402,1687968
14403,1688286
14404,1688297
14405,1659047
14406,1687350
14407,1695196
14408,1630888
14409,927939
14410,1552556
14411,1590218
14412,1590220
14413,1590349
14414,1590350
14415,1590352
14416,1590353
14417,1590354
14418,1590355
14419,1590356
14420,1643668
14421,1342641
14422,1687972
14423,1342616
14424,1682599
14425,1670801
14426,1676013
14427,1686910
14428,1688130
14429,1687974
14430,1688290
14431,1690349
14432,1680674
14433,1629461
14434,1648045
14435,1652454
14436,1652852
14437,1654769
14438,1690500
14439,1691370
14440,1692104
14441,1692704
14442,1650736
14443,1687973
14444,1688288
14445,1688131
14446,1343677
14447,1596499
14448,1647863
14449,1559587
14450,1592143
14451,1687969
14452,1688285
14453,1646626
14454,1647865
14455,1687966
14456,1688292
14457,1688296
14458,1688291
14459,1688294
14460,1688295
14461,1558512
14462,1561349
14463,1647854
14464,1647856
14465,1647858
14466,1647859
14467,1647862
14468,1647864
14469,1653332
14470,1659117
14471,1670063
14472,1682720
14473,1684010
14474,1684053
14475,1691760
14476,1692078
14477,1694511
14478,1639640
14479,1687970
14480,1647857
14481,1647861
14482,1658095
14483,1647852
14484,1647853
14485,1619167
14486,1530395
14487,1536264
14488,1606625
14489,1617484
14490,1625214
14491,1651092
14492,1657957
14493,1660576
14494,1665301
14495,1666028
14496,1687224
14497,1687129
14498,1695370
14499,1454429
14500,1679441
14501,1671073
14502,1689705
14503,1690625
14504,1681841
14505,1686747
14506,1687976
14507,1546216
14508,1604010
14509,1634092
14510,1670850
14511,1690722
14512,1691371
14513,1694071
14514,1342646
14515,1608536
14516,1651490
14517,1663566
14518,1687977
14519,1695417
14520,1648172
14521,1675202
14522,1679363
14523,1342628
14524,1342645
14525,1666891
14526,1671385
14527,1682082
14528,1653693
14529,1693626
14530,1342633
14531,1662825
14532,1342629
14533,1342640
14534,1342647
14535,1563640
14536,1576260
14537,1633620
14538,1645009
14539,1658331
14540,1688117
14541,1512389
14542,1342623
14543,1342627
14544,1513292
14545,1519908
14546,1589099
14547,1658714
14548,1672778
14549,1669638
14550,1652934
14551,1689240
14552,1689706
14553,1687967
14554,1618182
14555,1647030
14556,1688955
14557,1690716
14558,1694108
14559,1614427
14560,1634710
14561,1649485
14562,1680072
14563,1680257
14564,1599427
14565,1664883
14566,1342622
14567,1637904
14568,1639731
14569,1692178
14570,1695053
14571,1669947
14572,1688263
14573,1692368
14574,1614539
14575,1667157
14576,1672333
14577,1681988
14578,1694773
14579,1063754
14580,1563263
14581,1595762
14582,1600645
14583,1635704
14584,1640050
14585,1640377
14586,1647677
14587,1648451
14588,1655212
14589,1663574
14590,1670807
14591,1671700
14592,1678566
14593,1686936
14594,1687945
14595,1595177
14596,1657461
14597,1600305
14598,1650583
14599,1646744
14600,1690266
14601,1695143
14602,1619116
14603,1602822
14604,1626222
14605,1639827
14606,1640863
14607,1648453
14608,1648454
14609,1649688
14610,1677671
14611,1679965
14612,1683175
14613,1684465
14614,1604485
14615,1617340
14616,1648452
14617,1672775
14618,1641424
14619,1520200
14620,1579796
14621,1641594
14622,1647361
14623,1649133
14624,1669941
14625,1669942
14626,1669943
14627,1690979
14628,1661691
14629,1600091
14630,1663965
14631,1643481
14632,1587693
14633,1618325
14634,1629595
14635,1646234
14636,1646562
14637,1646893
14638,1649134
14639,1651087
14640,1659649
14641,1664714
14642,1664884
14643,1681550
14644,1687731
14645,1687846
14646,1666727
14647,1604841
14648,1684055
14649,1637616
14650,1669252
14651,1682037
14652,1691502
14653,1694750
14654,1592222
14655,1683719
14656,1659419
14657,1604840
14658,1622774
14659,1668196
14660,1672003
14661,1504981
14662,1683890
14663,1644055
14664,1667788
14665,1667360
14666,1644623
14667,1527241
14668,1660953
14669,1662779
14670,1670042
14671,1682771
14672,1690267
14673,1669966
14674,1605271
14675,1568682
14676,1676636
14677,1692181
14678,1605061
14679,1671094
14680,1595141
14681,1627511
14682,1628230
14683,1632742
14684,1659549
14685,1672080
14686,1680523
14687,1691164
14688,1642747
14689,1565612
14690,1582314
14691,1632739
14692,1682802
14693,1612046
14694,1638614
14695,1645331
14696,1635379
14697,1676767
14698,1633723
14699,1642745
14700,1645029
14701,1651806
14702,1663467
14703,1690796
14704,1676637
14705,1612160
14706,1655782
14707,1659111
14708,1659378
14709,1665538
14710,1682081
14711,1662693
14712,1669276
14713,1661764
14714,1670204
14715,1672097
14716,1690980
14717,1638313
14718,1680662
14719,1687946
14720,1691050
14721,1655852
14722,1624582
14723,1642680
14724,1655570
14725,1684056
14726,1628434
14727,1613857
14728,1624551
14729,1642222
14730,1663746
14731,1608906
14732,1620487
14733,1620941
14734,1688162
14735,1665506
14736,1571322
14737,1640684
14738,1676850
14739,1692530
14740,1691679
14741,1671361
14742,1690692
14743,1620644
14744,1639185
14745,1639192
14746,1651374
14747,1652260
14748,1454911
14749,1483562
14750,1594236
14751,1612757
14752,1639182
14753,1660759
14754,1666348
14755,1639184
14756,1639998
14757,1667987
14758,1695468
14759,1649888
14760,1656001
14761,1403519
14762,1539858
14763,1639195
14764,1682122
14765,1380641
14766,1618324
14767,1639193
14768,1673143
14769,1649826
14770,1651584
14771,1652387
14772,1677273
14773,1546204
14774,1680949
14775,1652166
14776,1391245
14777,1678464
14778,1591190
14779,1618530
14780,1685118
14781,1666641
14782,1691653
14783,1639189
14784,1639194
14785,1639186
14786,1639188
14787,1639191
14788,1639196
14789,1615739
14790,1664069
14791,1615429
14792,1693974
14793,1495194
14794,1682598
14795,1534206
14796,1560651
14797,1353803
14798,1442619
14799,1693460
14800,1686986
14801,1648164
14802,1544493
14803,1544495
14804,1544496
14805,1544497
14806,1544498
14807,1544499
14808,1544500
14809,1544501
14810,1544502
14811,1544503
14812,1544504
14813,1544505
14814,1544506
14815,1544507
14816,1544508
14817,1544509
14818,1594330
14819,1594331
14820,1594332
14821,1594307
14822,1594308
14823,1594312
14824,1594376
14825,1594377
14826,1594378
14827,1594392
14828,1594393
14829,1594394
14830,1594395
14831,1594396
14832,1594397
14833,1594410
14834,1594310
14835,1594329
14836,1594379
14837,1594380
14838,1594382
14839,1664782
14840,1690608
14841,1443840
14842,1667397
14843,1614556
14844,1677338
14845,1403120
14846,1693045
14847,1667985
14848,1677135
14849,1682729
14850,1579556
14851,1694481
14852,1651191
14853,1665612
14854,1677897
14855,1692102
14856,1689975
14857,1631603
14858,1639433
14859,1687562
14860,1591922
14861,1624574
14862,1576686
14863,1625940
14864,1677134
14865,1537957
14866,1669601
14867,1684393
14868,1690609
14869,1637499
14870,1494252
14871,1633165
14872,1680654
14873,1628262
14874,1640668
14875,1668523
14876,1688736
14877,1674977
14878,1564136
14879,1644298
14880,1690847
14881,1671741
14882,1613003
14883,1431920
14884,1421163
14885,1631539
14886,1669700
14887,1683576
14888,1614988
14889,1615940
14890,1638114
14891,1678952
14892,1658096
14893,1656885
14894,1675700
14895,1583621
14896,1687263
14897,1557323
14898,1267584
14899,1528351
14900,1673292
14901,1689145
14902,1691996
14903,1662601
14904,1473857
14905,1534167
14906,1653141
14907,1326532
14908,1650433
14909,1676831
14910,1693073
14911,1597059
14912,1560541
14913,1680436
14914,1495545
14915,1495546
14916,1524844
14917,1675140
14918,1635362
14919,1613094
14920,1686700
14921,1690584
14922,1653665
14923,1620076
14924,1562620
14925,1570404
14926,1641502
14927,1678201
14928,1642566
14929,1680950
14930,1560595
14931,1654969
14932,1669985
14933,1691084
14934,1647635
14935,1648771
14936,1675329
14937,1691609
14938,1651183
14939,1677265
14940,1645834
14941,1589234
14942,1663466
14943,1666315
14944,1617281
14945,1681900
14946,1681276
14947,1652935
14948,1661554
14949,181739
14950,1535204
14951,1474625
14952,1535203
14953,1629912
14954,1677982
14955,1536902
14956,1692172
14957,1682464
14958,1685226
14959,1694445
14960,1646969
14961,1670205
14962,1687310
14963,1649786
14964,1678069
14965,1665539
14966,1676099
14967,1505742
14968,1637749
14969,1642989
14970,1640161
14971,1482084
14972,1660004
14973,1681401
14974,1639499
14975,1688404
14976,1663114
14977,1634116
14978,1621893
14979,1593735
14980,1473142
14981,1565132
14982,1684975
14983,1694106
14984,1687099
14985,1641328
14986,1658776
14987,1694107
14988,1690976
14989,1690977
14990,1662557
14991,1692651
14992,1674311
14993,1687307
14994,1645996
14995,1656699
14996,1661268
14997,1678564
14998,1539885
14999,1695022
15000,1627258
15001,1690520
15002,1695142
15003,1688957
15004,1672533
15005,1688733
15006,1690978
15007,1487359
15008,1188132
15009,1649689
15010,1526250
15011,1639324
15012,1663387
15013,1375830
15014,1636911
15015,1685119
15016,1625742
15017,1436959
15018,1619115
15019,1680270
15020,1617243
15021,1575135
15022,1565711
15023,1620645
15024,1482070
15025,1519788
15026,1619120
15027,1487153
15028,1535551
15029,1589800
15030,1682463
15031,1669597
15032,1623463
15033,1671386
15034,1576736
15035,1662117
15036,1508611
15037,1628662
15038,1695418
15039,1690794
15040,1677679
15041,1694751
15042,1687342
15043,1687847
15044,1688216
15045,1612968
15046,1677680
15047,1515232
15048,1490553
15049,1639097
15050,1544589
15051,1473752
15052,1555122
15053,1644171
15054,1653144
15055,1676967
15056,1690185
15057,1647123
15058,1690726
15059,1593676
15060,1667323
15061,1626362
15062,1693961
15063,1681840
15064,1690211
15065,1645079
15066,1647316
15067,1682038
15068,1653129
15069,1646303
15070,1678467
15071,1548926
15072,1561160
15073,1677201
15074,1642560
15075,1674448
15076,1677485
15077,1681553
15078,1637172
15079,1676014
15080,1635823
15081,1646994
15082,1669426
15083,1599627
15084,1621897
15085,1681215
15086,1615274
15087,1676104
15088,1632841
15089,1691200
15090,1604012
15091,1606964
15092,1562712
15093,1688817
15094,1692079
15095,1572948
15096,1584992
15097,1632882
15098,913886
15099,1652121
15100,1668823
15101,1663098
15102,1694255
15103,1273508
15104,1666434
15105,1623208
15106,1677911
15107,1664360
15108,1459630
15109,1198931
15110,1459631
15111,1595989
15112,449363
15113,1606338
15114,1672454
15115,1606019
15116,1673905
15117,1677927
15118,1681012
15119,1624267
15120,1418012
15121,1268671
15122,1694955
15123,1689649
15124,1418013
15125,1650148
15126,1691726
15127,1610497
15128,1646253
15129,1683343
15130,1688165
15131,1592086
15132,1679594
15133,1629871
15134,1543344
15135,1654158
15136,1694702
15137,1534610
15138,1580557
15139,1641001
15140,1642867
15141,1665272
15142,1521872
15143,1641582
15144,1688493
15145,1588561
15146,1606801
15147,1615137
15148,1667939
15149,1648586
15150,1677266
15151,1619337
15152,1640098
15153,1598654
15154,1665252
15155,1559477
15156,1604553
15157,1613163
15158,1659875
15159,1322545
15160,1570838
15161,1647083
15162,1683435
15163,1596611
15164,1617542
15165,1622158
15166,1667552
15167,1690903
15168,1577884
15169,1645026
15170,1681468
15171,1608954
15172,1617854
15173,1640806
15174,1659953
15175,1667659
15176,1620974
15177,1680656
15178,1616536
15179,1551465
15180,1562931
15181,1632752
15182,1636434
15183,1665421
15184,1670591
15185,1680615
15186,1684917
15187,1693952
15188,1643628
15189,1650046
15190,1678043
15191,1657424
15192,1401396
15193,1572156
15194,1633451
15195,1641297
15196,1650106
15197,1670206
15198,1674515
15199,1693444
15200,1541085
15201,1666156
15202,1611438
15203,1680834
15204,1635697
15205,1613520
15206,1630021
15207,1638192
15208,1648706
15209,1657191
15210,1659756
15211,1682257
15212,1672640
15213,1695052
15214,1534153
15215,1596121
15216,1640153
15217,1694525
15218,1598675
15219,1355517
15220,1512641
15221,1626218
15222,1641180
15223,1643421
15224,1688439
15225,1685227
15226,1688164
15227,1550766
15228,1562431
15229,1661272
15230,1672424
15231,1689090
15232,1639265
15233,1693088
15234,1368678
15235,1646627
15236,1657872
15237,1663981
15238,1562715
15239,1582764
15240,1647297
15241,1662497
15242,1677600
15243,1692981
15244,1644278
15245,1668584
15246,1634659
15247,1690373
15248,1660808
15249,1590843
15250,1579389
15251,1659319
15252,1677052
15253,1681554
15254,1605119
15255,1682840
15256,1671217
15257,1673393
15258,1622348
15259,1587641
15260,1365347
15261,1627816
15262,1650045
15263,1630398
15264,1538846
15265,1691592
15266,1656218
15267,1660327
15268,1666124
15269,1687519
15270,1674905
15271,1675330
15272,1631423
15273,1677988
15274,1486926
15275,1348456
15276,1576083
15277,1663750
15278,1506515
15279,1235597
15280,1657272
15281,1665668
15282,1656011
15283,1219803
15284,1626258
15285,1462254
15286,1560649
15287,1560648
15288,1559739
15289,1560173
15290,1569880
15291,1598239
15292,1598240
15293,1598257
15294,1569881
15295,1560237
15296,1559418
15297,1195189
15298,1103240
15299,1195188
15300,1467310
15301,1570491
15302,1632801
15303,1640359
15304,1352224
15305,1568423
15306,1650498
15307,1487467
15308,1693721
15309,1693832
15310,1667019
15311,1598256
15312,1634765
15313,1546817
15314,1694514
15315,1692970
15316,1608717
15317,1675164
15318,1678259
15319,1678389
15320,1688790
15321,1599375
15322,1646373
15323,1617551
15324,1669114
15325,1660367
15326,1693122
15327,1674687
15328,1298869
15329,1654184
15330,1429753
15331,1617038
15332,1612774
15333,1676187
15334,1596422
15335,1582740
15336,1570410
15337,1504372
15338,1646804
15339,1654289
15340,1678787
15341,1683383
15342,1643173
15343,1568143
15344,1538231
15345,1645385
15346,1688109
15347,1687184
15348,1694184
15349,1650147
15350,1465270
15351,1292087
15352,1617306
15353,1376462
15354,1620693
15355,1634312
15356,1521764
15357,1672297
15358,1611357
15359,1666676
15360,1617301
15361,1676509
15362,1681834
15363,1616454
15364,1659522
15365,1656155
15366,1538456
15367,1689498
15368,1602699
15369,1645296
15370,1678263
15371,1666903
15372,1691645
15373,1639434
15374,1678071
15375,1673327
15376,1627115
15377,1646810
15378,1690268
15379,1693958
15380,1579764
15381,1684220
15382,1630501
15383,1633351
15384,1664533
15385,1671356
15386,1677136
15387,1682560
15388,1573656
15389,1658779
15390,1536025
15391,1636588
15392,1646096
15393,1665355
15394,1666513
15395,1684221
15396,1647610
15397,1503402
15398,1659508
15399,1681552
15400,1689307
15401,1689918
15402,1623355
15403,1621537
15404,1688115
15405,1571989
15406,1642092
15407,1678437
15408,1594522
15409,1651551
15410,1691301
15411,1551897
15412,1560043
15413,1616206
15414,1639086
15415,1639791
15416,1670869
15417,1619064
15418,1667771
15419,1667772
15420,1667811
15421,1630858
15422,1683380
15423,1644406
15424,1559317
15425,1627839
15426,1665747
15427,1672221
15428,1664317
15429,1678468
15430,1576059
15431,1620363
15432,1674683
15433,1676640
15434,1550363
15435,1689641
15436,1689642
15437,1659583
15438,1665713
15439,1372033
15440,1603530
15441,1693722
15442,1694002
15443,1554304
15444,1675051
15445,1607989
15446,1588277
15447,1624544
15448,1671545
15449,1602381
15450,1684656
15451,916146
15452,1591479
15453,1479818
15454,1663109
15455,1456419
15456,1636472
15457,1377873
15458,1590663
15459,1620238
15460,1608807
15461,1480086
15462,1662165
15463,1637618
15464,1680152
15465,1690906
15466,1694656
15467,1683586
15468,1690907
15469,1680528
15470,1617647
15471,1687461
15472,1542712
15473,1640473
15474,1029539
15475,1372800
15476,1639085
15477,1670067
15478,1627885
15479,1609061
15480,1493557
15481,1693665
15482,1372041
15483,1673609
15484,1509152
15485,1632245
15486,1564343
15487,1547309
15488,1629604
15489,1549512
15490,1668358
15491,1663105
15492,1695330
15493,1586178
15494,1451530
15495,1654156
15496,1687462
15497,1687636
15498,1158833
15499,1548656
15500,1549658
15501,1534607
15502,1505345
15503,1383485
15504,1470735
15505,1395108
15506,1670174
15507,1657207
15508,1650152
15509,1559037
15510,1677429
15511,1693609
15512,1684015
15513,1607794
15514,1679595
15515,1687733
15516,1692568
15517,1669232
15518,1673573
15519,1687696
15520,1680525
15521,1376094
15522,1669280
15523,1512746
15524,1616787
15525,1690740
15526,1674132
15527,1677051
15528,1683148
15529,1678716
15530,1644966
15531,1673325
15532,1694516
15533,1688265
15534,1663118
15535,1469763
15536,1685021
15537,1609467
15538,1657806
15539,1648715
15540,1681247
15541,1653244
15542,1653758
15543,1582435
15544,1633177
15545,1688246
15546,1685090
15547,1541961
15548,1674679
15549,1689093
15550,1687089
15551,1687575
15552,1679475
15553,1487564
15554,1628997
15555,1678299
15556,1288331
15557,1288332
15558,1487563
15559,1675856
15560,1645920
15561,1690750
15562,1593835
15563,1664178
15564,1679974
15565,1653814
15566,1618856
15567,1546402
15568,1670224
15569,1523485
15570,1635793
15571,1603084
15572,1322803
15573,1598655
15574,1656332
15575,1694949
15576,1621414
15577,1328646
15578,1559284
15579,1598808
15580,1629286
15581,1639792
15582,1658701
15583,1665776
15584,1671353
15585,1690096
15586,1690391
15587,1690496
15588,1413518
15589,1683354
15590,1533512
15591,1582061
15592,1650745
15593,1568578
15594,1652522
15595,1534047
15596,1639545
15597,1666304
15598,1679661
15599,1694462
15600,1639271
15601,1654036
15602,1625563
15603,1033194
15604,1648309
15605,1253339
15606,1533880
15607,1620707
15608,1655639
15609,1656760
15610,1665143
15611,1678502
15612,1691303
15613,1672096
15614,1553051
15615,1667139
15616,1647771
15617,1694774
15618,1663121
15619,1628593
15620,1650426
15621,1684049
15622,1689980
15623,1692101
15624,1657273
15625,1663143
15626,1648101
15627,1669502
15628,1640333
15629,1692632
15630,1369283
15631,1386471
15632,1565384
15633,1629369
15634,1632659
15635,1641803
15636,1661895
15637,1662087
15638,1674522
15639,1638364
15640,1695234
15641,1516405
15642,1536945
15643,1589501
15644,1669596
15645,1683735
15646,1605064
15647,1645136
15648,1515360
15649,1556127
15650,1671554
15651,1690371
15652,1692619
15653,1644284
15654,1561152
15655,1606990
15656,1642581
15657,1653032
15658,1654944
15659,1656512
15660,1661115
15661,1669720
15662,1675549
15663,1683530
15664,1688822
15665,1689915
15666,1692121
15667,1662082
15668,1623816
15669,1658053
15670,1658876
15671,1400933
15672,1573416
15673,1653974
15674,1686748
15675,1687340
15676,1564894
15677,1688778
15678,1577812
15679,1695341
15680,1671585
15681,1657820
15682,1650436
15683,1672811
15684,1522843
15685,1656984
15686,1525183
15687,1560146
15688,1605012
15689,1663923
15690,1677247
15691,1679699
15692,1689346
15693,1690380
15694,1689740
15695,1636968
15696,1656244
15697,1665271
15698,1675956
15699,1633427
15700,1641901
15701,1681898
15702,1583690
15703,1607000
15704,1671362
15705,1674144
15706,1617754
15707,1456549
15708,1588557
15709,1637489
15710,1665489
15711,1694752
15712,1678392
15713,1689715
15714,1565649
15715,1667128
15716,1683725
15717,1670568
15718,1651658
15719,1676296
15720,1619791
15721,1665088
15722,1670225
15723,1685445
15724,1634909
15725,1678456
15726,1631827
15727,871151
15728,1436885
15729,1689440
15730,1634409
15731,1627035
15732,1616520
15733,1652129
15734,1644622
15735,1672067
15736,1646738
15737,1679379
15738,1619239
15739,1566952
15740,1645842
15741,1673613
15742,1663603
15743,1677207
15744,1688958
15745,1507392
15746,1614259
15747,1669278
15748,1429396
15749,1669279
15750,1626077
15751,1475005
15752,1582849
15753,1647000
15754,1666037
15755,1678466
15756,1646474
15757,1693720
15758,1629131
15759,1661271
15760,1681121
15761,1598196
15762,1661585
15763,1617348
15764,1529234
15765,1390997
15766,1642649
15767,1679345
15768,1584836
15769,1403693
15770,1631406
15771,1683003
15772,1681678
15773,807078
15774,1684989
15775,1689925
15776,1692369
15777,1086833
15778,1475227
15779,1674549
15780,1381963
15781,1534608
15782,1668819
15783,1680806
15784,1694109
15785,1690355
15786,1546411
15787,1688796
15788,1599216
15789,1537476
15790,1604163
15791,1651475
15792,1684987
15793,1687264
15794,1694947
15795,1605212
15796,1626894
15797,1662499
15798,1687560
15799,1641299
15800,1684990
15801,1596612
15802,1665902
15803,1548242
15804,1548454
15805,1682553
15806,1687978
15807,1600401
15808,1658080
15809,1656070
15810,1636415
15811,1642925
15812,1688112
15813,1589561
15814,1677344
15815,1620361
15816,1613459
15817,1644540
15818,1658918
15819,1681032
15820,1688488
15821,752070
15822,1624398
15823,1611392
15824,1623425
15825,1578415
15826,517515
15827,1673670
15828,1356793
15829,1532977
15830,1694035
15831,1682995
15832,1584812
15833,1667874
15834,1679346
15835,1631641
15836,1664486
15837,1675031
15838,1683826
15839,1689927
15840,1685685
15841,1651674
15842,1659380
15843,1677648
15844,1525240
15845,1674552
15846,1266499
15847,1596868
15848,1669955
15849,1679662
15850,1623162
15851,1650577
15852,1688603
15853,1597860
15854,1607277
15855,1648070
15856,1687979
15857,1690862
15858,1470163
15859,1492906
15860,1678762
15861,1146012
15862,1622197
15863,1646247
15864,1685660
15865,1665490
15866,1680649
15867,1682193
15868,1533515
15869,1583162
15870,1595367
15871,1683008
15872,1524978
15873,1595346
15874,1097863
15875,1523886
15876,1666762
15877,1679476
15878,1656295
15879,1661004
15880,1693939
15881,1523884
15882,1318071
15883,1566019
15884,1679453
15885,1465742
15886,1591936
15887,1694701
15888,1526146
15889,1415453
15890,1639795
15891,1689930
15892,1689928
15893,1689353
15894,1652530
15895,1692165
15896,1316670
15897,1594756
15898,1636455
15899,1694641
15900,1617041
15901,1681325
15902,1690495
15903,1410441
15904,1587660
15905,1651783
15906,1604161
15907,1647579
15908,1647362
15909,1681369
15910,1644283
15911,1574882
15912,1681989
15913,1690981
15914,1642748
15915,1663949
15916,1657479
15917,1666307
15918,1249601
15919,1518229
15920,1672498
15921,1680099
15922,1605591
15923,1671552
15924,1630131
15925,1642924
15926,1553018
15927,1693110
15928,1693098
15929,1328811
15930,1664060
15931,791269
15932,1575691
15933,1590902
15934,1667016
15935,1648990
15936,1563768
15937,1524321
15938,1656533
15939,1693516
15940,1654007
15941,1645322
15942,1479731
15943,1693599
15944,1615395
15945,1672298
15946,1571060
15947,1607571
15948,1681837
15949,1672683
15950,1674085
15951,1631837
15952,1655698
15953,1640642
15954,1670330
15955,1639174
15956,1689173
15957,1446957
15958,1639160
15959,1033216
15960,1353065
15961,1409345
15962,1583540
15963,1138323
15964,1134954
15965,1138322
15966,1631913
15967,1138325
15968,1654290
15969,1627025
15970,1647320
15971,1659584
15972,1138324
15973,1138321
15974,1657771
15975,1682383
15976,1396825
15977,1318871
15978,1680229
15979,1320817
15980,1582787
15981,1679243
15982,1674734
15983,1627077
15984,1638112
15985,1678218
15986,1567551
15987,1678720
15988,1691305
15989,1678857
15990,1650581
15991,1483880
15992,1682368
15993,1690142
15994,1184900
15995,1643112
15996,1683253
15997,1685178
15998,1677343
15999,1635993
16000,1637956
16001,1692190
16002,1682372
16003,1694413
16004,1613460
16005,1627073
16006,1605834
16007,1669639
16008,1637435
16009,1627067
16010,1627045
16011,1640471
16012,1685188
16013,1688734
16014,1608360
16015,1549511
16016,1578317
16017,1269244
16018,1269242
16019,1627029
16020,1491064
16021,1674560
16022,1676521
16023,1676254
16024,1671140
16025,1648874
16026,1648875
16027,1668522
16028,1627031
16029,1627033
16030,1627027
16031,1608548
16032,1672118
16033,1132734
16034,1688813
16035,1638934
16036,1648495
16037,1689752
16038,1602914
16039,1682315
16040,1686712
16041,1690728
16042,1691940
16043,1671773
16044,1694447
16045,1632009
16046,1600671
16047,1642040
16048,1647038
16049,1669189
16050,1664179
16051,1669722
16052,1669723
16053,1674104
16054,1680561
16055,1680832
16056,1693629
16057,1207552
16058,1619446
16059,1360385
16060,1584693
16061,1627038
16062,1674102
16063,1630132
16064,1681668
16065,1404444
16066,1652599
16067,1689829
16068,1404976
16069,1687923
16070,1652600
16071,1664689
16072,1667613
16073,1683084
16074,1693023
16075,1627021
16076,1627056
16077,1566166
16078,1612034
16079,1660331
16080,1690725
16081,1683882
16082,1657194
16083,1676487
16084,1685577
16085,1691646
16086,1616537
16087,1627076
16088,1644407
16089,1690742
16090,1666017
16091,1672642
16092,1687136
16093,1689313
16094,1692705
16095,1630328
16096,1632755
16097,1627041
16098,1613008
16099,1653414
16100,1673451
16101,1680965
16102,1678394
16103,1485531
16104,1660528
16105,1692193
16106,1419937
16107,1667173
16108,1676482
16109,1683384
16110,1256696
16111,1637838
16112,1495995
16113,1672929
16114,1331942
16115,1587913
16116,1597746
16117,1666161
16118,1671536
16119,1680833
16120,1685091
16121,1562933
16122,1599691
16123,1638563
16124,1682243
16125,1685572
16126,1200169
16127,1607001
16128,1689441
16129,1672335
16130,1672687
16131,1682142
16132,1663144
16133,1673574
16134,1627064
16135,1669236
16136,1687545
16137,1680467
16138,1689109
16139,1587914
16140,1667762
16141,1676929
16142,1405415
16143,1654291
16144,1627055
16145,1521619
16146,1671774
16147,1672690
16148,1669767
16149,1669768
16150,1593544
16151,1646580
16152,1671775
16153,1674192
16154,1676923
16155,1679983
16156,1687463
16157,1691601
16158,1677267
16159,1678989
16160,1627075
16161,1627388
16162,1669761
16163,1620044
16164,1299501
16165,1676498
16166,1670408
16167,1627062
16168,1522889
16169,1635840
16170,1566581
16171,1667351
16172,1431803
16173,1461414
16174,1678840
16175,1666157
16176,1561626
16177,1691222
16178,1451545
16179,1684915
16180,1594581
16181,1689589
16182,1678465
16183,1665303
16184,1418072
16185,1694110
16186,1694111
16187,1453526
16188,1639325
16189,1667988
16190,1667658
16191,1684655
16192,1686816
16193,1667017
16194,1653000
16195,1684916
16196,1688264
16197,1688735
16198,1626246
16199,1630934
16200,1598832
16201,1598833
16202,1692113
16203,1291987
16204,1416787
16205,1525050
16206,1693821
16207,1662472
16208,1335008
16209,1658012
16210,1671058
16211,1424550
16212,1695331
16213,1652535
16214,1654905
16215,1615177
16216,1627044
16217,1641450
16218,1643017
16219,1675846
16220,1538236
16221,1519374
16222,1652531
16223,1689318
16224,1452285
16225,1627037
16226,1627069
16227,1630023
16228,1637132
16229,1545394
16230,1678268
16231,1693517
16232,1690601
16233,1627047
16234,1594674
16235,1627042
16236,1678265
16237,1692109
16238,1677643
16239,1674526
16240,1678764
16241,1205098
16242,1682401
