,ids
48451,1695106
48452,1533076
48453,1550437
48454,1617423
48455,1694581
48456,1682907
48457,1594725
48458,1545495
48459,1679035
48460,1682015
48461,1688233
48462,1682436
48463,1688528
48464,1691114
48465,1626112
48466,1631097
48467,1503655
48468,1637459
48469,1597913
48470,1673089
48471,1663872
48472,1691702
48473,1688982
48474,1548627
48475,1554815
48476,1675931
48477,1633302
48478,1633864
48479,1407665
48480,1688983
48481,1674207
48482,1664218
48483,1676318
48484,1517909
48485,1679302
48486,1505634
48487,1212213
48488,1639607
48489,1639608
48490,1317967
48491,1690427
48492,1637889
48493,1638819
48494,1639219
48495,1671616
48496,1637884
48497,1637087
48498,1637474
48499,1638291
48500,1639604
48501,1678336
48502,1683401
48503,1637479
48504,1644310
48505,1638395
48506,1648515
48507,1660429
48508,1636692
48509,1637469
48510,1692244
48511,1637080
48512,1688898
48513,1660465
48514,1637879
48515,1399159
48516,1637880
48517,1637881
48518,1674211
48519,1643370
48520,1687161
48521,1589568
48522,1660420
48523,1660469
48524,1687165
48525,1639221
48526,1638285
48527,1668545
48528,1637886
48529,1674355
48530,1656057
48531,1662369
48532,1691240
48533,1682427
48534,1639606
48535,1638402
48536,1665288
48537,1639984
48538,1631752
48539,1638287
48540,1567559
48541,1279421
48542,1548099
48543,1690806
48544,1682998
48545,1677960
48546,1572499
48547,1668789
48548,1585041
48549,1604791
48550,1582759
48551,1660223
48552,1685068
48553,1524948
48554,1323164
48555,1606742
48556,1690570
48557,1636682
48558,1469467
48559,796950
48560,1632630
48561,523392
48562,1529345
48563,1693772
48564,1605258
48565,1584782
48566,1651483
48567,1694617
48568,1540809
48569,1637393
48570,1693953
48571,1641192
48572,1569244
48573,1677361
48574,1692596
48575,1626110
48576,1501752
48577,851934
48578,1582183
48579,1613892
48580,1680496
48581,1678593
48582,1130572
48583,1648434
48584,1664123
48585,1598894
48586,1607112
48587,1647515
48588,1662781
48589,1620671
48590,808707
48591,1694174
48592,1251408
48593,1619685
48594,1654114
48595,1654850
48596,1639359
48597,1522316
48598,1484573
48599,547764
48600,1566482
48601,1566483
48602,1566484
48603,1566485
48604,1569091
48605,1688523
48606,547683
48607,1662190
48608,1598125
48609,1622167
48610,1689496
48611,1695019
48612,1587639
48613,1662050
48614,1570422
48615,1266320
48616,1556022
48617,1640299
48618,1675564
48619,1534357
48620,1646378
48621,1689177
48622,1692863
48623,1674524
48624,1676959
48625,1638887
48626,1489296
48627,1673312
48628,1693070
48629,1619523
48630,1695107
48631,1575932
48632,1678620
48633,1590753
48634,1656781
48635,1661454
48636,1669052
48637,1467384
48638,1636669
48639,1325663
48640,1668622
48641,1676930
48642,1602290
48643,1631506
48644,1662079
48645,1676928
48646,1692661
48647,1673880
48648,1664327
48649,1605042
48650,1621750
48651,1631581
48652,1689901
48653,1693851
48654,1655762
48655,1687535
48656,1670417
48657,1657812
48658,1687295
48659,1631119
48660,1565890
48661,1595714
48662,1609638
48663,1644713
48664,1542995
48665,1649216
48666,1650881
48667,1675694
48668,1688718
48669,1678739
48670,1634451
48671,1660910
48672,1650316
48673,1673261
48674,1476073
48675,1636358
48676,1548620
48677,1548621
48678,1630293
48679,1638399
48680,1674249
48681,1621666
48682,555869
48683,1603448
48684,1605172
48685,1643372
48686,1305688
48687,1684685
48688,1673760
48689,1679212
48690,1676109
48691,1679213
48692,1402426
48693,1674351
48694,1680032
48695,1670117
48696,1616195
48697,1023146
48698,1483951
48699,1657671
48700,1597289
48701,1231678
48702,1660893
48703,1693176
48704,1666086
48705,1639358
48706,1614294
48707,1156859
48708,1443743
48709,1659687
48710,1662366
48711,1691033
48712,1657453
48713,1660220
48714,1618272
48715,1687673
48716,1631750
48717,1615786
48718,1644778
48719,1652785
48720,1669348
48721,1587410
48722,1694742
48723,1682512
48724,1641380
48725,1681179
48726,1664122
48727,1661407
48728,1280557
48729,1675392
48730,1604625
48731,1383517
48732,1663171
48733,1672614
48734,1687855
48735,1650701
48736,1596930
48737,1672615
48738,1593309
48739,1682165
48740,1651071
48741,1694599
48742,1668704
48743,1611836
48744,1351310
48745,1615265
48746,1563581
48747,1591037
48748,1680919
48749,1643509
48750,1690724
48751,1265169
48752,1673692
48753,1687061
48754,1634847
48755,1526153
48756,1530176
48757,1562994
48758,1657021
48759,1465474
48760,1685724
48761,1658228
48762,1694209
48763,1608149
48764,1652289
48765,1671118
48766,1639479
48767,1695104
48768,1694846
48769,1374537
48770,1300620
48771,1634433
48772,1609647
48773,1610387
48774,1513344
48775,1678592
48776,1139347
48777,1694743
48778,1074976
48779,1681600
48780,1622805
48781,1547641
48782,1677360
48783,1469588
48784,1481507
48785,1526803
48786,1649472
48787,1626368
48788,1687577
48789,1664660
48790,1686785
48791,1639509
48792,1547902
48793,1674550
48794,1180918
48795,1653680
48796,1674750
48797,1695103
48798,1695377
48799,1532248
48800,1608539
48801,1693964
48802,1665971
48803,1312587
48804,1633156
48805,1690858
48806,1679803
48807,1635507
48808,1539755
48809,1631594
48810,1691675
48811,1651879
48812,1632549
48813,1586054
48814,1636368
48815,1564079
48816,1424004
48817,1620778
48818,1329570
48819,1660892
48820,1691237
48821,1687837
48822,1688320
48823,1525575
48824,1590808
48825,1585773
48826,1598136
48827,1687669
48828,1689626
48829,1607434
48830,1512341
48831,1670112
48832,1616637
48833,1646033
48834,1666487
48835,1690569
48836,1570590
48837,1574443
48838,1681638
48839,1608364
48840,1693336
48841,1500869
48842,1563976
48843,1656589
48844,1657020
48845,1408422
48846,1550108
48847,1491819
48848,1520295
48849,949908
48850,1694604
48851,1653025
48852,1676183
48853,1610651
48854,1677336
48855,1485324
48856,1169549
48857,1174163
48858,1635898
48859,1577223
48860,1660351
48861,1684294
48862,1466035
48863,1418805
48864,1417797
48865,1608843
48866,1684860
48867,1425785
48868,1666528
48869,1632297
48870,1494629
48871,1637330
48872,1692628
48873,1668177
48874,1669498
48875,1568090
48876,1509914
48877,1679330
48878,1693306
48879,1681639
48880,1587805
48881,1608737
48882,1673665
48883,1638274
48884,1687795
48885,1582714
48886,1614292
48887,1643713
48888,1624642
48889,1671451
48890,1692920
48891,1528181
48892,1621140
48893,1607940
48894,1446522
48895,1516212
48896,1573995
48897,1573996
48898,1672228
48899,362737
48900,362741
48901,362742
48902,362744
48903,362745
48904,362746
48905,362748
48906,362749
48907,362750
48908,1101621
48909,1245952
48910,1245953
48911,1113652
48912,395453
48913,1539260
48914,1667778
48915,1540217
48916,1494962
48917,1636397
48918,1660428
48919,1676251
48920,1537581
48921,1607250
48922,1124920
48923,1546576
48924,1546577
48925,1493805
48926,1438879
48927,1613967
48928,1693664
48929,1550050
48930,1571659
48931,691651
48932,1352310
48933,1383080
48934,1657036
48935,1667196
48936,1429140
48937,1649802
48938,1664636
48939,1683398
48940,1534957
48941,1609231
48942,1690331
48943,1691173
48944,1408781
48945,1614727
48946,1639210
48947,1662051
48948,1687024
48949,1662000
48950,1595126
48951,1646092
48952,1678077
48953,1681071
48954,1491708
48955,1501982
48956,1584852
48957,1591310
48958,1600236
48959,1563587
48960,1675921
48961,1180605
48962,1682320
48963,1672631
48964,1534961
48965,1692853
48966,1694583
48967,1408782
48968,1501166
48969,1673686
48970,1674427
48971,1694582
48972,1480054
48973,1545784
48974,1570868
48975,1629385
48976,1280043
48977,1648823
48978,1687296
48979,1376233
48980,1198910
48981,1429493
48982,1445892
48983,1525009
48984,1665726
48985,1675623
48986,1681662
48987,1651378
48988,1691966
48989,1670325
48990,1655194
48991,562813
48992,1398448
48993,1627396
48994,1646376
48995,1676320
48996,1682140
48997,1692417
48998,1370508
48999,1590879
49000,979734
49001,1500267
49002,1510458
49003,1561821
49004,1669927
49005,1692662
49006,1561820
49007,1576909
49008,1609739
49009,1671642
49010,1683592
49011,1636390
49012,1420113
49013,1664959
49014,1199363
49015,1673270
49016,1662052
49017,1579477
49018,1640423
49019,1426142
49020,1500264
49021,1644662
49022,1669926
49023,1681299
49024,1631465
49025,1692418
49026,1637577
49027,1390179
49028,1454790
49029,1616723
49030,1617471
49031,1641261
49032,1649128
49033,1641260
49034,1671455
49035,1671899
49036,1082623
49037,1550081
49038,320190
49039,1638246
49040,1677099
49041,1689624
49042,1483952
49043,1688979
49044,1668443
49045,1569538
49046,1598760
49047,1650359
49048,1683476
49049,1684893
49050,1307062
49051,1491525
49052,1504544
49053,1608688
49054,1689625
49055,1658809
49056,1676694
49057,1684894
49058,1688980
49059,1692926
49060,1645433
49061,1669346
49062,1414150
49063,1427624
49064,1535091
49065,1569539
49066,1682904
49067,1691031
49068,1692238
49069,1585776
49070,1489069
49071,1578348
49072,1604186
49073,1619682
49074,1661406
49075,1692345
49076,1571034
49077,1322814
49078,1684895
49079,1259646
49080,1633983
49081,1689678
49082,1667064
49083,1684896
49084,1593882
49085,1668421
49086,1610299
49087,1673688
49088,1659083
49089,1624837
49090,1677102
49091,1656722
49092,1682013
49093,1675391
49094,1559357
49095,1666703
49096,1641627
49097,1180199
49098,1395795
49099,1543329
49100,1594369
49101,1372608
49102,1372609
49103,1372610
49104,1179693
49105,1304122
49106,1471572
49107,1303660
49108,1452793
49109,1167472
49110,1559511
49111,1691902
49112,1363614
49113,1557844
49114,738808
49115,500987
49116,505306
49117,1323622
49118,1550797
49119,1559369
49120,1626279
49121,1559432
49122,1266925
49123,1266926
49124,1266927
49125,1559371
49126,1613634
49127,1613637
49128,1540220
49129,1689546
49130,753982
49131,1625627
49132,1694312
49133,1560177
49134,1560232
49135,1180598
49136,1368465
49137,1412602
49138,1560178
49139,1560181
49140,1560180
49141,1560176
49142,1560182
49143,1577244
49144,1101996
49145,1501403
49146,1410188
49147,1599961
49148,1664219
49149,1684494
49150,1687930
49151,1324685
49152,1529636
49153,1547114
49154,1651702
49155,1395800
49156,1547120
49157,1629424
49158,1673282
49159,1682305
49160,1681954
49161,1591943
49162,1642810
49163,1302012
49164,1302013
49165,1302015
49166,1302017
49167,1446955
49168,1631466
49169,1650816
49170,1675276
49171,1690824
49172,1526200
49173,1179609
49174,1639660
49175,1553841
49176,1690436
49177,1302014
49178,1684365
49179,1688918
49180,1665290
49181,1550056
49182,1632866
49183,1633875
49184,1634440
49185,1634778
49186,1635434
49187,1664661
49188,1664958
49189,1670633
49190,1666176
49191,1673285
49192,1663180
49193,1346277
49194,1592809
49195,1609613
49196,1648065
49197,1654628
49198,1663179
49199,1679746
49200,1695109
49201,1684364
49202,1612954
49203,1650161
49204,1573047
49205,1605895
49206,1619455
49207,1689254
49208,1694601
49209,1644309
49210,1218492
49211,1139723
49212,1547283
49213,1596068
49214,1629435
49215,1629438
49216,1636294
49217,1641031
49218,1650514
49219,1664638
49220,1486796
49221,1513096
49222,1629428
49223,1540771
49224,1550052
49225,1549787
49226,1657682
49227,1363458
49228,1397587
49229,1629446
49230,1635852
49231,1665079
49232,1552795
49233,1634442
49234,1250732
49235,1542674
49236,1546436
49237,1601364
49238,1601097
49239,1557170
49240,1636673
49241,1582496
49242,1681070
49243,1247380
49244,1665727
49245,1673126
49246,1592409
49247,1542784
49248,1685355
49249,1676873
49250,1591460
49251,1679016
49252,1679039
49253,1543654
49254,1657302
49255,1535791
49256,1619210
49257,1619458
49258,1593162
49259,1607621
49260,1681511
49261,1693643
49262,1567574
49263,1369443
49264,1549786
49265,1623600
49266,1655677
49267,1599206
49268,1605729
49269,1651708
49270,1663873
49271,1116957
49272,1490237
49273,1652627
49274,1685354
49275,1564368
49276,1562703
49277,1416221
49278,1483072
49279,1678917
49280,1674753
49281,1649083
49282,1501781
49283,1523338
49284,1521431
49285,1671477
49286,1579956
49287,1187887
49288,1564361
49289,1305245
49290,1448361
49291,1671900
49292,1505328
49293,1391221
49294,1257206
49295,1693288
49296,1622055
49297,678084
49298,1644581
49299,999210
49300,1180224
49301,1538901
49302,1543841
49303,1612081
49304,1500420
49305,1012597
49306,1680312
49307,1693770
49308,991040
49309,1570587
49310,1618271
49311,1639357
49312,1645434
49313,1679211
49314,1579957
49315,1265565
49316,1154213
49317,1482917
49318,1562783
49319,1619391
49320,1648751
49321,1513925
49322,1672160
49323,1007335
49324,1342727
49325,1513342
49326,1635773
49327,1639038
49328,1462882
49329,1616313
49330,993665
49331,1650700
49332,1684687
49333,1411480
49334,1570588
49335,1692344
49336,1187736
49337,1528186
49338,1586303
49339,1610737
49340,1664831
49341,1677101
49342,1688522
49343,1678356
49344,1396735
49345,1397824
49346,1636560
49347,1568361
49348,1633299
49349,1052689
49350,1133666
49351,1513341
49352,1634568
49353,1607095
49354,1447789
49355,1645432
49356,1673086
49357,1383170
49358,1693771
49359,1688981
49360,1666085
49361,1691032
49362,1634569
49363,1594901
49364,1613152
49365,1642177
49366,1675924
49367,1556265
49368,1639039
49369,1640191
49370,1180227
49371,1648433
49372,1663796
49373,1603302
49374,1399475
49375,1560969
49376,1588490
49377,1674353
49378,1433314
49379,1672139
49380,1678980
49381,1601095
49382,1673694
49383,1326319
49384,1660537
49385,1618626
49386,1632710
49387,1680064
49388,1368694
49389,1491301
49390,979193
49391,1389379
49392,1593159
49393,1413885
49394,1672140
49395,1682321
49396,1588010
49397,1428835
49398,1690825
49399,1388286
49400,1584098
49401,1655244
49402,1681953
49403,1446212
49404,1491300
49405,1558438
49406,1629426
49407,1544662
49408,1647789
49409,1682834
49410,1288778
49411,1567308
49412,1261947
49413,1544657
49414,1600084
49415,1598893
49416,1455588
49417,1690568
49418,1574285
49419,1490264
49420,1680495
49421,1694173
49422,1663514
49423,1674352
49424,1635900
49425,1577222
49426,1664120
49427,1664121
49428,1572213
49429,1596354
49430,1693345
49431,1596355
49432,1673268
49433,1666175
49434,1337432
49435,1589577
49436,1534675
49437,1598379
49438,1668465
49439,858595
49440,1377292
49441,1564752
49442,1335292
49443,1684175
49444,795072
49445,956297
49446,1633877
49447,1684579
49448,441126
49449,1656782
49450,1689256
49451,1317833
49452,1660426
49453,1190713
49454,1635293
49455,1637717
49456,1655328
49457,1684184
49458,1584512
49459,1687931
49460,1559696
49461,720894
49462,1558007
49463,1589690
49464,1655330
49465,1681957
49466,1654989
49467,1687156
49468,1553844
49469,1631877
49470,1665123
49471,1685356
49472,1592381
49473,1449671
49474,1615494
49475,533134
49476,1610809
49477,1556897
49478,1649081
49479,1690810
49480,1296225
49481,1538630
49482,1436042
49483,1555281
49484,1602431
49485,1678925
49486,1589163
49487,1638808
49488,1594704
49489,1629436
49490,1553234
49491,1590881
49492,1649415
49493,1659406
49494,1469549
49495,1661086
49496,1688542
49497,1689547
49498,980780
49499,1555280
49500,1606028
49501,1533032
49502,524940
49503,1546435
49504,1667760
49505,884291
49506,1604433
49507,1660068
49508,1651273
49509,1666185
49510,1614803
49511,1451839
49512,1631088
49513,1687431
49514,1614320
49515,1690055
49516,1673699
49517,990578
49518,1430859
49519,1691820
49520,1635153
49521,1533016
49522,1639211
49523,1659405
49524,1674428
49525,1628558
49526,1678924
49527,1547284
49528,1651367
49529,1603518
49530,1601990
49531,1632317
49532,1649796
49533,1334528
49534,1675910
49535,1601090
49536,1666252
49537,1560063
49538,1607973
49539,1426013
49540,1603856
49541,1153201
49542,1679033
49543,1591457
49544,1551243
49545,1326695
49546,1497807
49547,1584305
49548,1537130
49549,1537131
49550,1532849
49551,1537132
49552,1686870
49553,1686871
49554,1603306
49555,1673764
49556,1169632
49557,1176185
49558,1680987
49559,1677365
49560,1691703
49561,1693292
49562,1169742
49563,1393936
49564,1608301
49565,1633987
49566,1670987
49567,1679217
49568,1643722
49569,1464994
49570,1680988
49571,1620935
49572,1588043
49573,1663627
49574,1157027
49575,1643723
49576,1652023
49577,1336771
49578,1609127
49579,1536537
49580,1687676
49581,1687810
49582,1680989
49583,1674891
49584,1087271
49585,1683151
49586,1555178
49587,1443812
49588,1512297
49589,1575257
49590,1111474
49591,1608300
49592,1676111
49593,1691036
49594,1683169
49595,1689629
49596,1661408
49597,1611776
49598,1652024
49599,1611252
49600,1652737
49601,1694179
49602,1643289
49603,1670463
49604,1695177
49605,1640433
49606,1603309
49607,1679625
49608,1612423
49609,1312389
49610,1541149
49611,1632233
49612,1564602
49613,1581283
49614,1638028
49615,1378866
49616,1650089
49617,1677860
49618,1645437
49619,1671458
49620,1637660
49621,1685357
49622,1674892
49623,1671903
49624,1523831
49625,1666091
49626,1671904
49627,1590812
49628,1677908
49629,1443104
49630,1548809
49631,1585167
49632,1564200
49633,1380650
49634,1542544
49635,1691904
49636,1263416
49637,1679626
49638,1601924
49639,1652989
49640,1680029
49641,1690428
49642,1586876
49643,1586878
49644,1586880
49645,1586881
49646,1586882
49647,1586883
49648,1586884
49649,1652990
49650,1664595
49651,1674787
49652,1595476
49653,1568628
49654,1613103
49655,1613104
49656,1575718
49657,1596041
49658,1643879
49659,1543417
49660,1559149
49661,1665100
49662,1543358
49663,1605726
49664,1639586
49665,1543428
49666,1660417
49667,1666182
49668,1671621
49669,1685352
49670,1559601
49671,1630217
49672,1568121
49673,1583523
49674,1584413
49675,1667192
49676,1682419
49677,1596037
49678,1668558
49679,1625298
49680,1666181
49681,1608771
49682,1626225
49683,1695300
49684,1588597
49685,1667763
49686,1647009
49687,1585971
49688,1689074
49689,1656404
49690,1682418
49691,1603658
49692,1606192
49693,1678242
49694,1549199
49695,1626373
49696,1627283
49697,1682416
49698,1677673
49699,1652786
49700,1617587
49701,1672010
49702,1679504
49703,1684415
49704,1689898
49705,1658068
49706,1687159
49707,1571286
49708,1679505
49709,1689899
49710,1639204
49711,1661996
49712,1353593
49713,1361775
49714,1504035
49715,1693475
49716,1655727
49717,1535178
49718,1692084
49719,1693982
49720,1613395
49721,1676527
49722,1680034
49723,1673526
49724,1684112
49725,1655673
49726,1655678
49727,1059253
49728,1635855
49729,1543410
49730,1695283
49731,1532672
49732,1605550
49733,1660535
49734,1594724
49735,1498853
49736,1675309
49737,1613291
49738,1609640
49739,1693983
49740,1633865
49741,1661997
49742,1631871
49743,1512703
49744,1650117
49745,1666099
49746,1691859
49747,1612168
49748,1672133
49749,1393932
49750,1666501
49751,1683403
49752,1617923
49753,1640186
49754,1670983
49755,1671452
49756,1590025
49757,1589693
49758,1676754
49759,1682012
49760,1589691
49761,1574938
49762,1617794
49763,1253958
49764,1607716
49765,1639415
49766,1617924
49767,1639414
49768,1564965
49769,1638099
49770,1675919
49771,1477786
49772,1667625
49773,1670114
49774,1584359
49775,1527607
49776,1693177
49777,1508024
49778,1597038
49779,1665808
49780,1668624
49781,1663511
49782,1588273
49783,1374479
49784,1617793
49785,1668925
49786,1671625
49787,1673320
49788,1681729
49789,1695284
49790,1548616
49791,1694674
49792,1674858
49793,1654907
49794,1591281
49795,1662361
49796,1656544
49797,1639906
49798,1688543
49799,1694171
49800,1593185
49801,1609122
49802,1662362
49803,1660159
49804,1664798
49805,1667060
49806,1690829
49807,1691535
49808,1660778
49809,1595360
49810,1588038
49811,1630791
49812,1667626
49813,1695295
49814,1480825
49815,1551811
49816,1578468
49817,1678587
49818,1689845
49819,1694172
49820,1626961
49821,1682166
49822,1686786
49823,1690328
49824,1639413
49825,1643038
49826,1660888
49827,1671810
49828,1680493
49829,1635970
49830,1498166
49831,1626572
49832,1636983
49833,1642174
49834,1610045
49835,1622258
49836,1631275
49837,1642175
49838,1659683
49839,1665581
49840,1673758
49841,1552352
49842,1658130
49843,1686864
49844,1603967
49845,1646282
49846,1587984
49847,1633295
49848,1283264
49849,1553863
49850,1676587
49851,1541370
49852,1681502
49853,1647156
49854,1600759
49855,1599621
49856,1649077
49857,1494343
49858,1622635
49859,1468176
49860,1511338
49861,1624880
49862,1684104
49863,1688895
49864,1579134
49865,1583550
49866,1693533
49867,754365
49868,1543415
49869,1665184
49870,1648513
49871,1656925
49872,1670757
49873,1684568
49874,1691836
49875,1631458
49876,1556482
49877,1615814
49878,1617119
49879,1692923
49880,1689622
49881,1695123
49882,1668438
49883,1666083
49884,1245147
49885,1691695
49886,1534583
49887,1659407
49888,1535087
49889,1539261
49890,1665310
49891,1692785
49892,1689673
49893,1691278
49894,1660461
49895,1673991
49896,1633581
49897,1672150
49898,1534665
49899,1692682
49900,1695443
49901,1564365
49902,1609728
49903,1242927
49904,1612980
49905,1661500
49906,919286
49907,1223366
49908,1682925
49909,1576845
49910,1550460
49911,1587614
49912,1400182
49913,1633580
49914,1666895
49915,1609673
49916,1633633
49917,1662957
49918,1499648
49919,1645680
49920,1389116
49921,1687035
49922,1651521
49923,1690887
49924,1509380
49925,1466413
49926,1672612
49927,1682746
49928,1517783
49929,550995
49930,1661946
49931,1645116
49932,1648119
49933,1628908
49934,1629340
49935,605725
49936,1642296
49937,1674154
49938,1473447
49939,1693104
49940,1563230
49941,1679470
49942,1678264
49943,1468725
49944,1643115
49945,1543026
49946,1627403
49947,1638805
49948,1662498
49949,803796
49950,1556601
49951,1695206
49952,1596905
49953,1606227
49954,1609464
49955,1631998
49956,1626216
49957,1656872
49958,1565848
49959,1682435
49960,1684999
49961,1551775
49962,1552908
49963,1592753
49964,1651368
49965,1526958
49966,1493879
49967,1526957
49968,1608062
49969,1526922
49970,1682679
49971,1561166
49972,1646365
49973,1444004
49974,1693852
49975,1682913
49976,1628500
49977,1685518
49978,1667244
49979,1348685
49980,1686965
49981,1665103
49982,1649181
49983,1664131
49984,1585970
49985,1605044
49986,993868
49987,1602119
49988,1675250
49989,1610217
49990,1671644
49991,1514148
49992,1544483
49993,1610930
49994,1694668
49995,1544484
49996,1688234
49997,1544485
49998,1587640
49999,1273031
50000,1694239
50001,931240
50002,1671233
50003,1667227
50004,1671234
50005,1693998
50006,969302
50007,1210243
50008,1635644
50009,1668357
50010,1683877
50011,1432896
50012,1432895
50013,1630281
50014,1557152
50015,1663672
50016,1663673
50017,1663674
50018,1663675
50019,1663676
50020,1663677
50021,1666128
50022,1691983
50023,1464269
50024,1689091
50025,1687803
50026,1660945
50027,1617990
50028,1638343
50029,1690433
50030,1663405
50031,1663678
50032,1663679
50033,1663680
50034,1663681
50035,1663682
50036,1673445
50037,1690370
50038,1682735
50039,1624751
50040,1583812
50041,1607210
50042,1637939
50043,1690776
50044,1440027
50045,1689504
50046,1561631
50047,1558626
50048,1448749
50049,181074
50050,1438078
50051,1682816
50052,1279845
50053,1563705
50054,1674565
50055,1676804
50056,1558553
50057,1558627
50058,1558628
50059,1558630
50060,1558631
50061,1558632
50062,1558636
50063,1639536
50064,1682605
50065,1418373
50066,1495527
50067,1495528
50068,1495529
50069,1495530
50070,1496075
50071,1496076
50072,1496077
50073,1496078
50074,1572080
50075,1595065
50076,1633807
50077,1676369
50078,1676370
50079,1676379
50080,1454204
50081,1691476
50082,1517099
50083,1517478
50084,1574348
50085,1607402
50086,1630687
50087,1658980
50088,1532515
50089,1532516
50090,1602399
50091,1602400
50092,1558629
50093,1558633
50094,1471535
50095,1488491
50096,181068
50097,1021277
50098,1496390
50099,1496391
50100,1496393
50101,1496394
50102,1496395
50103,1496397
50104,1502434
50105,1533522
50106,1558634
50107,1575281
50108,1643326
50109,1647168
50110,1671528
50111,1676376
50112,1676423
50113,1677030
50114,1693450
50115,1654900
50116,1532517
50117,1586341
50118,181071
50119,1589532
50120,1558255
50121,1586340
50122,1668788
50123,1506948
50124,1495526
50125,1631789
50126,1658981
50127,1676377
50128,1676422
50129,1676782
50130,1683598
50131,1516201
50132,1635115
50133,1260406
50134,1644690
50135,1646301
50136,1562190
50137,1617569
50138,1693834
50139,1402801
50140,1593122
50141,1339425
50142,1495522
50143,1495523
50144,1495524
50145,1513039
50146,1537477
50147,1584648
50148,1590190
50149,1654901
50150,1671991
50151,1673446
50152,1676365
50153,1676378
50154,1685642
50155,1687459
50156,1693806
50157,1261942
50158,1605913
50159,1622987
50160,1499534
50161,1625906
50162,1666131
50163,1589533
50164,1611440
50165,1624966
50166,1631136
50167,1646809
50168,1661516
50169,1669914
50170,1676367
50171,1684442
50172,1688818
50173,1689309
50174,1692490
50175,1693021
50176,1676550
50177,1552944
50178,1668672
50179,1678298
50180,1692566
50181,1476963
50182,1298379
50183,1637197
50184,1650741
50185,1660935
50186,1665484
50187,1675838
50188,1687065
50189,1690962
50190,1366056
50191,1644691
50192,1610646
50193,1692848
50194,1693512
50195,1460112
50196,1535703
50197,1679080
50198,1674123
50199,1656329
50200,1160393
50201,1337021
50202,1598576
50203,1641894
50204,1658029
50205,1675510
50206,1683349
50207,1689333
50208,1692093
50209,1693563
50210,1694251
50211,1695447
50212,1530774
50213,1674566
50214,1535148
50215,1630685
50216,1636249
50217,1646599
50218,1678260
50219,1680670
50220,1582395
50221,1606705
50222,1428872
50223,1486766
50224,1535668
50225,1626958
50226,1648708
50227,1663127
50228,1685029
50229,1685643
50230,1692608
50231,1644041
50232,1683696
50233,1689914
50234,1656874
50235,1666678
50236,1685045
50237,1691420
50238,1616020
50239,1632718
50240,1664979
50241,1676552
50242,1682348
50243,1684443
50244,1687695
50245,1636259
50246,1642039
50247,1694895
50248,1667494
50249,1667873
50250,1694930
50251,1650112
50252,1481813
50253,1517096
50254,1572394
50255,1596890
50256,1603314
50257,1622303
50258,1677945
50259,1688820
50260,1504797
50261,1585250
50262,1604289
50263,1693999
50264,1695493
50265,1393662
50266,1615942
50267,1473704
50268,1526132
50269,1530539
50270,1635700
50271,1641654
50272,1694263
50273,1617142
50274,1644275
50275,1363725
50276,1466868
50277,1506828
50278,1515157
50279,1544060
50280,1594235
50281,1626033
50282,1629016
50283,1637092
50284,1653325
50285,1657628
50286,1669076
50287,1679270
50288,1692666
50289,1614951
50290,1624402
50291,1630127
50292,1645027
50293,1604222
50294,1615801
50295,1637955
50296,1671065
50297,1639268
50298,1654902
50299,1541407
50300,1584108
50301,1634382
50302,1637488
50303,1663119
50304,1664047
50305,1670413
50306,1673618
50307,1675627
50308,1683143
50309,1684754
50310,1688174
50311,1694855
50312,1429645
50313,1474138
50314,1596417
50315,1649264
50316,1668003
50317,1548453
50318,1627162
50319,1642913
50320,1667610
50321,1674217
50322,1678715
50323,1652757
50324,1668544
50325,1536158
50326,1484788
50327,1618385
50328,1689990
50329,1694624
50330,1693048
50331,1518359
50332,1630268
50333,1643175
50334,1648103
50335,1660289
50336,1666436
50337,1669992
50338,1680226
50339,1680771
50340,1682537
50341,1683291
50342,1664847
50343,1596132
50344,1660288
50345,1665138
50346,1673534
50347,1519150
50348,1666130
50349,1678852
50350,1496197
50351,1592758
50352,1577305
50353,1583136
50354,1659344
50355,1635459
50356,1601476
50357,1531707
50358,1609047
50359,1671540
50360,1688442
50361,1504051
50362,1615809
50363,1380327
50364,1552220
50365,1636586
50366,1639157
50367,1653716
50368,1673139
50369,1688052
50370,1694000
50371,1694046
50372,1542128
50373,1684123
50374,1627545
50375,1440015
50376,1534185
50377,1638336
50378,1665172
50379,1676553
50380,1693353
50381,1328247
50382,1589911
50383,1660991
50384,1691585
50385,1426459
50386,1660070
50387,1610054
50388,1664015
50389,1666240
50390,1458582
50391,1654035
50392,1522345
50393,1562210
50394,1665485
50395,1694001
50396,1665393
50397,1650572
50398,1690771
50399,1586665
50400,1664848
50401,1110566
50402,1498850
50403,1568065
50404,1329731
50405,1531625
50406,1650448
50407,1505067
50408,1635019
50409,1663874
50410,1639587
50411,1317997
50412,1318217
50413,1062242
50414,1067392
50415,1553995
50416,1635017
50417,1317992
50418,1317993
50419,1317994
50420,1317995
50421,1317996
50422,1318218
50423,1638714
50424,1635016
50425,1635018
50426,1635020
50427,1679747
50428,1610741
50429,1193689
50430,1406465
50431,1690330
50432,1571183
50433,882451
50434,1403176
50435,1574769
50436,1482933
50437,1644667
50438,1649350
50439,1669255
50440,1675615
50441,1680337
50442,1677531
50443,1614642
50444,1689846
50445,1667394
50446,1275949
50447,1363616
50448,1609130
50449,1662909
50450,1687297
50451,1694584
50452,1695296
50453,1664962
50454,1681604
50455,1685111
50456,1673687
50457,1375018
